model_name,fold,Accuracy,Precision,Recall,F1,ROC_AUC,Average Precision,Train Time
Logistic Regression,1,0.7220600344337151,0.7575807514831905,0.6721742944874982,0.7123266444564965,0.7841229299300208,0.7750386096968069,5.3506739139556885
Logistic Regression,2,0.7255034059435587,0.7603414313854235,0.6772920017546424,0.7164179104477612,0.7912787719655495,0.7789488537500744,3.4633004665374756
Logistic Regression,3,0.7250336876777961,0.7607513593672763,0.6751974261479965,0.7154257379716433,0.7884958558901269,0.7803767948589455,3.0348174571990967
Logistic Regression,4,0.722488396466537,0.751971672300016,0.6832407136589647,0.7159604627997854,0.7877500686348571,0.7748707203723388,3.0786705017089844
Logistic Regression,5,0.7211408893546938,0.7567612137203166,0.6710045328264366,0.711307447880338,0.7895188597039874,0.7816814801021519,3.0793628692626953
KNN,1,0.7093345310277716,0.7250304506699148,0.6963006287468928,0.7103751771462669,0.7645252620077739,0.7428322642320774,183.88770627975464
KNN,2,0.7130024702447788,0.7284476204956667,0.7005410147682409,0.714221824686941,0.7676044981103506,0.7461607852037594,178.213609457016
KNN,3,0.7102111094475221,0.7235196624981166,0.7022521205030711,0.7127272727272728,0.7683977865482857,0.7480614376308677,170.25051927566528
KNN,4,0.7124569546339272,0.7237569060773481,0.708832992102954,0.7162172146287403,0.7692867313120293,0.7463451525851892,169.67306447029114
KNN,5,0.708713879323252,0.7248322147651006,0.6948384266705658,0.709518477043673,0.763392455508313,0.7422304092817973,180.56432676315308
Decision Tree,1,0.7280485066247474,0.7615008156606852,0.6825559292294195,0.7198704603284756,0.7883047942286974,0.769100366834854,4.5560386180877686
Decision Tree,2,0.7316415899393667,0.7644668400520156,0.6876736364965639,0.7240397198060196,0.7940694810617919,0.7751584091160019,5.345918416976929
Decision Tree,3,0.7275041173828417,0.7865591397849462,0.6418543433752559,0.7068771138669673,0.792470318788725,0.776986385931631,5.528429985046387
Decision Tree,4,0.73109746968109,0.7632176451508271,0.688212927756654,0.7237772992925253,0.7915778974227388,0.7730480276249864,4.276346206665039
Decision Tree,5,0.7281030094325498,0.7590887057682986,0.6869425354584003,0.7212158428001229,0.7893649124122115,0.7689731051027008,4.422310829162598
Random Forest,1,0.7302941836963844,0.7710217755443886,0.6730516157332943,0.7187134046373643,0.7959430171777346,0.7873375289512481,201.60116338729858
Random Forest,2,0.7324650048656337,0.7684591350106891,0.683287030267583,0.723374613003096,0.8036205648405885,0.795547562577139,205.97398376464844
Random Forest,3,0.7328941458302141,0.7754380053908356,0.6731500438724773,0.7206826366056052,0.8017416431453964,0.7932703858115562,199.61975359916687
Random Forest,4,0.7331187303488547,0.7695602042497117,0.6832407136589647,0.7238360833526997,0.8010226369422409,0.7920515429261705,200.36545419692993
Random Forest,5,0.7319209462494385,0.7688118811881188,0.6812399473607252,0.7223815799674393,0.7984412531100953,0.7865841044243453,217.28443789482117
Gradient Boosting,1,0.7326147166704094,0.7537672828957589,0.7094604474338354,0.7309430551370895,0.7965731769345247,0.7861065974524324,338.30524134635925
Gradient Boosting,2,0.732914140279961,0.7542359707756878,0.7094604474338354,0.731163351416516,0.8046572257451624,0.7974913697739201,341.302677154541
Gradient Boosting,3,0.7365623596346759,0.7604771621409512,0.708540508920737,0.7335907335907336,0.8031421082474874,0.7960014430573062,336.7181067466736
Gradient Boosting,4,0.7316215002245845,0.7518971658665015,0.7100029248318221,0.7303497555471982,0.8018988304261462,0.7920807807470185,344.45513367652893
Gradient Boosting,5,0.7292259320257524,0.752112676056338,0.7027343178827314,0.7265855317862272,0.799522383209497,0.7862919277926861,346.3949999809265
Naive Bayes,1,0.6645707013998053,0.7846450989859971,0.4752156748062582,0.5919315180766779,0.765349869971662,0.7437456940095812,0.015619754791259766
Naive Bayes,2,0.6642712777902537,0.7829326923076924,0.47623921625968707,0.5922356577870715,0.7686924145800386,0.7453275342028147,0.02144646644592285
Naive Bayes,3,0.6670160203623297,0.788926499032882,0.47718631178707227,0.5946783305995991,0.7686663933234882,0.7465651413326163,0.017215728759765625
Naive Bayes,4,0.6685881119928133,0.7817247020331853,0.4891781222579702,0.6017810560402986,0.7686643522215264,0.7492880029384335,0.015014410018920898
Naive Bayes,5,0.6639466986075759,0.784917555771096,0.4733148121070332,0.590531788743957,0.7712550159598492,0.7509430141592063,0.025273799896240234
MLP (PyTorch),1,0.729845048282057,0.7503875968992249,0.707705804942243,0.7284220031605086,0.793826120849656,0.7823954339122259,115.09313988685608
MLP (PyTorch),2,0.730668463208324,0.755397951142632,0.7008334551835064,0.7270934466019418,0.8013825770997627,0.7884327515068361,80.11968493461609
MLP (PyTorch),3,0.7346908219793382,0.7617609663064209,0.7009359461830945,0.73008377760853,0.7995688340328406,0.7921222406451032,148.19033575057983
MLP (PyTorch),4,0.7319958077556521,0.7541341653666147,0.7069318514185434,0.7297705314009661,0.7994818965470836,0.7886943784218056,203.20237398147583
MLP (PyTorch),5,0.7272795328642012,0.7468334877973433,0.7069747039040796,0.7263576954856156,0.7974909339097447,0.7864699842880436,47.36602735519409
